Date,Energy Required (MU),Energy Met (MU),Energy +/- (MU),Unrestricted Peak Demand (MW),Deficit/Surplus (MW)
9-Nov-22,192.103,192.103,0,9605,0
10-Nov-22,187.703,187.703,0,9321,0
11-Nov-22,185.557,185.557,0,9066,0
12-Nov-22,174.022,174.022,0,8164,0
13-Nov-22,176.914,176.914,0,8485,0
14-Nov-22,180.729,180.729,0,8703,0
15-Nov-22,181.577,181.577,0,8747,0
16-Nov-22,180.727,180.727,0,8840,0
17-Nov-22,184.254,184.254,0,9040,0
18-Nov-22,183.998,183.998,0,9227,0
19-Nov-22,183.857,183.857,0,9261,0
20-Nov-22,180.651,180.651,0,9476,0
21-Nov-22,175.932,175.932,0,8896,0
22-Nov-22,178.249,178.249,0,8964,0
23-Nov-22,174.408,174.408,0,8220,0
24-Nov-22,178.439,178.439,0,8376,0
25-Nov-22,181.657,181.657,0,8639,0
26-Nov-22,183.961,183.961,0,8790,0
27-Nov-22,181.18,181.18,0,9024,0
28-Nov-22,183.654,183.654,0,9088,0
29-Nov-22,184.314,184.314,0,9320,0
30-Nov-22,187.827,187.827,0,9504,0
1-Dec-22,191.102,191.102,0,9698,0
2-Dec-22,190.57,190.57,0,9792,0
3-Dec-22,193.419,193.419,0,9800,0
4-Dec-22,190.68,190.68,0,9714,0
5-Dec-22,193.448,193.448,0,9784,0
6-Dec-22,189.141,189.141,0,9762,0
7-Dec-22,182.936,182.936,0,9435,0
8-Dec-22,182.903,182.903,0,9400,0
9-Dec-22,169.856,169.856,0,8885,0
10-Dec-22,147.973,147.973,0,7327,0
11-Dec-22,147.162,147.162,0,7214,0
12-Dec-22,155.633,155.633,0,7672,0
13-Dec-22,159.37,159.37,0,7775,0
14-Dec-22,165.282,165.282,0,7955,0
15-Dec-22,166.569,166.569,0,7854,0
16-Dec-22,173.049,173.049,0,8002,0
17-Dec-22,176.253,176.253,0,8430,0
18-Dec-22,170.536,170.536,0,8599,0
19-Dec-22,173.602,173.602,0,8488,0
20-Dec-22,178.14,178.14,0,8990,0
21-Dec-22,181.194,181.194,0,9312,0
22-Dec-22,182.736,182.736,0,9452,0
23-Dec-22,182.342,182.342,0,9497,0
24-Dec-22,183.887,183.887,0,9660,0
25-Dec-22,175.601,175.601,0,9295,0
26-Dec-22,178.967,178.967,0,9082,0
27-Dec-22,186.764,186.764,0,9402,0
28-Dec-22,192.365,192.365,0,9873,0
29-Dec-22,198.161,198.161,0,10040,0
30-Dec-22,200.159,200.159,0,10052,0
31-Dec-22,199.527,199.527,0,10268,0
1-Jan-23,190.392,190.392,0,10432,0
2-Jan-23,195.232,195.232,0,10244,0
3-Jan-23,198,198,0,10475,0
4-Jan-23,197.724,197.724,0,10629,0
5-Jan-23,196.798,196.798,0,10593,0
6-Jan-23,197.021,197.021,0,10527,0
7-Jan-23,196.334,196.334,0,10383,0
8-Jan-23,188.911,188.911,0,10254,0
9-Jan-23,189.521,189.521,0,10369,0
10-Jan-23,194.868,194.868,0,10630,0
11-Jan-23,195.95,195.95,0,10889,0
12-Jan-23,198.749,198.749,0,11028,0
13-Jan-23,199.384,199.384,0,11000,0
14-Jan-23,192.035,192.035,0,11037,0
15-Jan-23,181.054,181.054,0,10774,0
16-Jan-23,178.914,178.914,0,10150,0
17-Jan-23,187.419,187.419,0,10562,0
18-Jan-23,195.544,195.544,0,10940,0
19-Jan-23,199.964,199.964,0,11104,0
20-Jan-23,201.676,201.676,0,11114,0
21-Jan-23,201.657,201.657,0,10925,0
22-Jan-23,200.05,200.05,0,11158,0
23-Jan-23,200.538,200.538,0,11081,0
24-Jan-23,203.903,203.903,0,11119,0
25-Jan-23,203.001,203.001,0,8202,0
26-Jan-23,201.513,201.513,0,11206,0
27-Jan-23,203.797,203.797,0,11229,0
28-Jan-23,204.912,204.912,0,11279,0
29-Jan-23,204.234,204.234,0,11433,0
30-Jan-23,207.767,207.767,0,11391,0
31-Jan-23,210.199,210.199,0,11316,0
1-Feb-23,207.712,207.712,0,11340,0
2-Feb-23,209.769,209.769,0,11327,0
3-Feb-23,211.722,211.722,0,11535,0
4-Feb-23,211.761,211.761,0,11429,0
5-Feb-23,207.655,207.655,0,11403,0
6-Feb-23,213.374,213.374,0,11525,0
7-Feb-23,216.879,216.879,0,11722,0
8-Feb-23,218.648,218.648,0,11750,0
9-Feb-23,219.314,219.314,0,11696,0
10-Feb-23,219.265,219.265,0,11550,0
11-Feb-23,216.385,216.385,0,10724,0
12-Feb-23,218.31,218.31,0,11514,0
13-Feb-23,219.532,219.532,0,11603,0
14-Feb-23,222.658,222.658,0,11710,0
15-Feb-23,221.857,221.857,0,11662,0
16-Feb-23,221.462,221.462,0,11555,0
17-Feb-23,224.968,224.968,0,11549,0
18-Feb-23,222.45,222.45,0,11825,0
19-Feb-23,217.207,217.207,0,11498,0
20-Feb-23,223.811,223.811,0,11809,0
21-Feb-23,227.452,227.452,0,11748,0
22-Feb-23,227.769,227.769,0,11960,0
23-Feb-23,227.813,227.813,0,11748,0
24-Feb-23,230.927,230.927,0,11811,0
25-Feb-23,230.976,230.976,0,11833,0
26-Feb-23,225.538,225.538,0,11660,0
27-Feb-23,229.406,229.406,0,11980,0
28-Feb-23,229.801,229.801,0,11805,0
1-Mar-23,226.683,226.683,0,11735,0
2-Mar-23,225.132,225.132,0,11520,0
3-Mar-23,228.119,228.119,0,11756,0
4-Mar-23,227.94,227.94,0,11532,0
5-Mar-23,223.329,223.329,0,11484,0
6-Mar-23,229.392,229.392,0,11967,0
7-Mar-23,230.771,230.771,0,11835,0
8-Mar-23,221.699,221.699,0,11421,0
9-Mar-23,223.335,223.335,0,11514,0
10-Mar-23,225.656,225.656,0,11593,0
11-Mar-23,222.195,222.195,0,10886,0
12-Mar-23,222.697,222.697,0,9579,0
13-Mar-23,228.068,228.068,0,12029,0
14-Mar-23,231.338,231.338,0,12181,0
15-Mar-23,232.726,232.726,0,12065,0
16-Mar-23,229.955,229.955,0,12056,0
17-Mar-23,196.106,196.106,0,9491,0
18-Mar-23,189.675,189.675,0,9466,0
19-Mar-23,166.977,166.977,0,7997,0
20-Mar-23,182.93,182.93,0,8540,0
21-Mar-23,194.048,194.048,0,9060,0
22-Mar-23,197.094,197.094,0,9363,0
23-Mar-23,199.158,199.158,0,9633,0
24-Mar-23,207.773,207.773,0,10116,0
25-Mar-23,211.358,211.358,0,10342,0
26-Mar-23,209.992,209.992,0,10197,0
27-Mar-23,218.322,218.322,0,10643,0
28-Mar-23,224.839,224.839,0,11054,0
29-Mar-23,228.867,228.867,0,11257,0
30-Mar-23,229.08,229.08,0,11547,0
31-Mar-23,225.92,225.92,0,11237,0
1-Apr-23,219.977,219.977,0,10979,0
2-Apr-23,211.149,211.149,0,10824,0
3-Apr-23,218.772,218.772,0,10838,0
4-Apr-23,224.814,224.814,0,11076,0
5-Apr-23,227.107,227.107,0,11451,0
6-Apr-23,232.77,232.77,0,11520,0
7-Apr-23,233.186,233.186,0,11668,0
8-Apr-23,231.058,231.058,0,11358,0
9-Apr-23,226.948,226.948,0,11177,0
10-Apr-23,232.264,232.264,0,11638,0
11-Apr-23,236.05,236.05,0,11823,0
12-Apr-23,240.808,240.808,0,11928,0
13-Apr-23,243.762,243.762,0,12231,0
14-Apr-23,245.632,245.632,0,12494,0
15-Apr-23,241.099,241.099,0,11978,0
16-Apr-23,242.257,242.257,0,11925,0
17-Apr-23,244.391,244.391,0,12093,0
18-Apr-23,246.373,246.373,0,12020,0
19-Apr-23,246.494,246.494,0,12133,0
20-Apr-23,247.822,247.822,0,12318,0
21-Apr-23,241.292,241.292,0,12074,0
22-Apr-23,228.656,228.656,0,11322,0
23-Apr-23,211.21,211.21,0,10038,0
24-Apr-23,220.179,220.179,0,10745,0
25-Apr-23,228.345,228.345,0,11106,0
26-Apr-23,227.058,227.058,0,10894,0
27-Apr-23,232.662,232.662,0,11505,0
28-Apr-23,234.339,234.339,0,11489,0
29-Apr-23,222.677,222.677,0,11464,0
30-Apr-23,210.562,210.562,0,10264,0
1-May-23,176.121,176.121,0,8135,0
2-May-23,183.185,183.185,0,8546,0
3-May-23,188.591,188.591,0,8654,0
4-May-23,193,193,0,8999,0
5-May-23,193.201,193.201,0,8846,0
6-May-23,194.805,194.805,0,8924,0
7-May-23,190.277,190.277,0,8949,0
8-May-23,200.703,200.703,0,9666,0
9-May-23,209.127,209.127,0,9754,0
10-May-23,218.349,218.349,0,10171,0
11-May-23,219.604,219.604,0,10496,0
12-May-23,224.523,224.523,0,10722,0
13-May-23,224.03,224.03,0,11081,0
14-May-23,226.349,226.349,0,10653,0
